title,artist,original_language,corrected_language
Freaking Me Out,Ava Max,Hindi,English
Losing Me,"Gabrielle Aplin, JP Cooper",Hindi,English
Humnava Mere,Jubin Nautiyal,English,Hindi
Let's Get It On,Marvin Gaye,Hindi,English
Let Me Love You,"Ariana Grande, Lil Wayne",Hindi,English
Sua Me T Nessa - Ao Vivo,Lauana Prado,Hindi,English
Stand by Me,Otis Redding,Hindi,English
"Chitti (From ""Jathi Ratnalu"")","Ram Miriyala, Radhan",English,Telugu
Santa Tell Me,Ariana Grande,Hindi,English
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana,Hindi,English
Me Aceptaste - En Vivo,Carin Leon,Hindi,English
Don't Leave Me,BTS,Hindi,English
Teach Me How to Dougie,Cali Swag District,Hindi,English
Che me chiamme a fa? (feat. Geolier),"Rocco Hunt, Geolier",Hindi,English
Deixe Me Ir - Acstico,"1Kilo, Knust, Baviera",Hindi,English
Ride for Me,B Young,Hindi,English
Let Me In (20 CUBE),ENHYPEN,Hindi,English
Take Me Home,Jess Glynne,Hindi,English
Best Of Me,BTS,Hindi,English
Let Me Down,Oliver Tree,Hindi,English
Take Me Where Your Heart Is,Q,Hindi,English
Me Enamor,Shakira,Hindi,English
Me Mata,"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",Hindi,English
Me Cuesta Tanto Olvidarte,Mecano,Hindi,English
Se Me Olvid,Gera MX,Hindi,English
Kho Gaye Hum Kahan,"Jasleen Royal, Prateek Kuhad",Hindi,English
Ko Ko Bop,EXO,Hindi,English
Si Se Da,"Myke Towers, Farruko",Hindi,English
Love Me Do - Remastered 2009,The Beatles,Hindi,English
Se Quedan Viendo,Junior H,Hindi,English
Be Like Me (feat. Lil Wayne),"Lil Pump, Lil Wayne",Hindi,English
Me Gusta - Remix,"Natti Natasha, Farruko",Hindi,English
Notice Me,"Migos, Post Malone",Hindi,English
Lay By Me,Ruben,Hindi,English
"Iktara (From ""Wake Up Sid"")",Amit Trivedi,English,Hindi
If You Let Me,Alina Baraz,Hindi,English
It's All Coming Back to Me Now,Cline Dion,Hindi,English
Me Sinto Abenoado,Mc Poze do Rodo,Hindi,English
Money Made Me Do It,"Post Malone, 2 Chainz",Hindi,English
Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock",Hindi,English
Piece of Me,"MK, Becky Hill",Hindi,English
Sing Me to Sleep,Alan Walker,Hindi,English
Follow You,Bring Me The Horizon,Hindi,English
Me Gusta,Natti Natasha,Hindi,English
Me Gusta,DTF,Hindi,English
"Panghat (From ""Roohi"")","Sachin-Jigar, Asees Kaur, Divya Kumar, Mellow D",English,Hindi
Genda Phool (feat. Payal Dev),"Badshah, Payal Dev",English,Hindi
Kalank (Title Track),Arijit Singh,English,Hindi
if u could see me cryin' in my room,"Arash Buana, raissa anggiani",Hindi,English
Show Me the Meaning of Being Lonely,Backstreet Boys,Hindi,English
Rebels,Call Me Karizma,Hindi,English
Bring It On Home to Me,Sam Cooke,Hindi,English
Pardon Me,Incubus,Hindi,English
Luv Me A Little,ILLENIUM,Hindi,English
Fitoor,Mithoon,English,Hindi
No Me Doy Por Vencido,Luis Fonsi,Hindi,English
Me Tiene Mal,Paulo Londra,Hindi,English
Come with Me Now,KONGOS,Hindi,English
Rain Over Me (feat. Marc Anthony),"Pitbull, Marc Anthony",Hindi,English
Blame It on Me,George Ezra,Hindi,English
Me Gusta Mi Vida,"Joan Y Su Elite, Manuel Rodriguez",Hindi,English
BLAME IT ON ME,TWICE,Hindi,English
Only God Can Judge Me (ft. Rappin' 4-Tay),"2Pac, Rappin",Hindi,English
Show Me Love,Robin S,Hindi,English
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,Hindi,English
Breaking Me - HUGEL Remix,"Topic, A7S, HUGEL",Hindi,English
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Badshah, Neha Kakkar, Varun Dhawan",English,Hindi
Lay All Your Love On Me,ABBA,Hindi,English
Hate Me,Ellie Goulding,Hindi,English
No Me Llama,"Zion & Lennox, Myke Towers",Hindi,English
Qaafirana,"Arijit Singh, Nikhita Gandhi",English,Hindi
A Cunto Me Qued,Giovanny Ayala,Hindi,English
Me Sobrabas T,Banda Los Recoditos,Hindi,English
MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION,Lil Nas X,Hindi,English
That Don't Impress Me Much,Shania Twain,Hindi,English
you broke me first - Luca Schreiner Remix,"Tate McRae, Luca Schreiner",Hindi,English
I Got Love,"MiyaGi & Endspiel, Rem Digga",English,Telugu
Me Ama Me Odia,Revol,Hindi,English
Me Soltaste,Jesse & Joy,Hindi,English
Se Vea Venir,Grupo Firme,Hindi,English
Just Like Me (feat. Young Thug),"A Boogie Wit da Hoodie, Young Thug",Hindi,English
Saranga Dariya,Mangli,English,Telugu
Me Dej Llevar,Christian Nodal,Hindi,English
Don't Let Me Down - Remastered 2009,The Beatles,Hindi,English
First Kiss,"Yo Yo Honey Singh, Ipsitaa",English,Hindi
Kikando e Me Olhando,MC Braz,Hindi,English
Dance All Over Me,George Ezra,Hindi,English
Feet Don't Fail Me Now,Joy Crookes,Hindi,English
The Way You Don't Look At Me,Demi Lovato,Hindi,English
Turn Me On,Norah Jones,Hindi,English
O Saathi,Atif Aslam,English,Hindi
PART OF ME HARDSTYLE (SPED UP),SICK LEGEND,Hindi,English
Marvin Gaye,"Charlie Puth, Meghan Trainor",Hindi,English
T Me Gustas,Ro Roma,Hindi,English
Love Me More,Trippie Redd,Hindi,English
Don't Leave Me This Way (with Sarah Jane Morris),"The Communards, Sarah Jane Morris",Hindi,English
Are You With Me,nilu,Hindi,English
No Me Pidas Perdn,Banda MS de Sergio Lizrraga,Hindi,English
Come Fly With Me - Remastered,Frank Sinatra,Hindi,English
Without Me (with Juice WRLD),"Halsey, Juice WRLD",Hindi,English
Rock Me,One Direction,Hindi,English
Cuando Me Enamoro,Enrique Iglesias,Hindi,English
Dance with Me,"Shiloh Dynasty, itssvd",Hindi,English
Would You Go With Me,Josh Turner,Hindi,English
Pehli Nazar Mein,Atif Aslam,English,Hindi
When He Sees Me,"Kimiko Glenn, Jessie Mueller, Keala Settle, Waitress Original Broadway Cast Ensemble",Hindi,English
October Passed Me By,girl in red,Hindi,English
Close To Me,The Cure,Hindi,English
Make It To Me,Sam Smith,Hindi,English
Make Me (Cry),"Noah Cyrus, Labrinth",Hindi,English
If You Really Love Me (How Will I Know),David Guetta,Hindi,English
Stay With Me - Live From Spotify Berlin,Angus & Julia Stone,Hindi,English
Please Forgive Me,Bryan Adams,Hindi,English
Take on the World,You Me At Six,Hindi,English
More Surprised Than Me,Morgan Wallen,Hindi,English
Heaven Falls / Fall on Me,Surfaces,Hindi,English
Do That To Me One More Time,Captain & Tennille,Hindi,English
Stand By Me - Remastered 2010,John Lennon,Hindi,English
NINGUM ME ENSINOU,Lagum,Hindi,English
Sleepwalking,Bring Me The Horizon,Hindi,English
Show Me The Way,Peter Frampton,Hindi,English
Bumalik Ka Na Sa'kin,Silent Sanctuary,Hindi,English
Worms,Ashnikko,English,Hindi
Turn Me On,Kevin Lyttle,Hindi,English
Me Dijeron,Ozuna,Hindi,English
Shri Krishna Govind Hare Murari,Jubin Nautiyal,English,Hindi
It's Gonna Be Me,*NSYNC,Hindi,English
Asan Ka Na Ba,Zack Tabudlo,Hindi,English
Porn Star Dancing,"My Darkest Days, Zakk Wylde",English,Hindi
Happy Song,Bring Me The Horizon,Hindi,English
Don't Call Me Up - R3HAB Remix,"Mabel, R3HAB",Hindi,English
Ajab Si,KK,English,Hindi
Crash into Me,Dave Matthews Band,Hindi,English
Come With Me,Surfaces,Hindi,English
Blow Me (One Last Kiss),P!nk,Hindi,English
Udd Gaye,Ritviz,Hindi,English
You Give Me Something,James Morrison,Hindi,English
Let Me Down Slowly (feat. Alessia Cara),"Alec Benjamin, Alessia Cara",Hindi,English
"Rasiya (From ""Brahmastra"")",Pritam,English,Hindi
Waqt Ki Baatein,Dream Note,Hindi,English
Use Me,Bill Withers,Hindi,English
Me Acostumbre (feat. Bad Bunny),Arcngel,Hindi,English
Remind Me,Tom Grennan,Hindi,English
Carrying Your Love With Me,George Strait,Hindi,English
Love Me Now,John Legend,Hindi,English
Balam Pichkari,Pritam,English,Hindi
Make Me Want To,Jimmie Allen,Hindi,English
No Me Hubiera Enamorado,Cornelio Vega y su Dinastia,Hindi,English
Saibo,"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",English,Hindi
I hope that you think of me,Pity Party (Girls Club),Hindi,English
Me Pones en Tensin,The Noise,Hindi,English
You Got Me,"The Roots, Tariq Trotter, Erykah Badu, Eve",Hindi,English
I Guess Its Fuck Me,Drake,Hindi,English
Kiss (Never Let Me Go),"Thyro, Yumi",Hindi,English
All Me,"Drake, 2 Chainz, Big Sean",Hindi,English
Breathe Me,Sia,Hindi,English
Mangalyam,"Thaman S, Silambarasan TR, Roshini JKV",English,Telugu
PART OF ME HARDSTYLE,SICK LEGEND,Hindi,English
Tell Me That You Love Me,James Smith,Hindi,English
Hawayein,Pritam,English,Hindi
I Can't Make You Love Me,Bonnie Raitt,Hindi,English
Let Me Entertain You,Robbie Williams,Hindi,English
Got To Give It Up - Pt. 1,Marvin Gaye,Hindi,English
Mari Mari,"Los Legendarios, Wisin, Chencho Corleone",Telugu,English
TAlk tO Me (with Rich The Kid),"Tory Lanez, Rich The Kid",Hindi,English
Proper Patola,Badshah,English,Hindi
Don't Watch Me Cry,Jorja Smith,Hindi,English
Make Me Feel,Janelle Mone,Hindi,English
It's Still Rock and Roll to Me,Billy Joel,Hindi,English
Lie To Me,5 Seconds of Summer,Hindi,English
Dead To Me - Slow + Reverb,Whales,Hindi,English
Se Eu Fosse Voc - Ao Vivo,Henrique & Juliano,Hindi,English
Every You Every Me,Placebo,Hindi,English
Hard For Me,Michele Morrone,Hindi,English
Make Me Proud,"Drake, Nicki Minaj",Hindi,English
You for Me,Sigala,Hindi,English
"Shayad (From ""Love Aaj Kal"")","Pritam, Arijit Singh",English,Hindi
Rock'n Me,Steve Miller Band,Hindi,English
Dance with Me,CORBAL,Hindi,English
Love Dose,Yo Yo Honey Singh,English,Hindi
Mind Playing Tricks on Me,Geto Boys,Hindi,English
Watch Me (Whip / Nae Nae),Silent,Hindi,English
Pehli Dafa,Atif Aslam,English,Hindi
Cuando Me Dir,engo Flow,Hindi,English
Lift Me Up,Tyga,Hindi,English
Me and My Kind,Cody Johnson,Hindi,English
COPYCAT - Sofi Tukker Remix,"Billie Eilish, Sofi Tukker",English,Hindi
"Duniyaa (From ""Luka Chuppi"")","Akhil, Dhvani Bhanushali, Abhijit Vaghani, Bob",English,Hindi
True Friends,Bring Me The Horizon,Hindi,English
Miss Me More,Kelsea Ballerini,Hindi,English
Piece of Me,Britney Spears,Hindi,English
Rabba Mehar Kari,Darshan Raval,English,Hindi
G.O.A.T.,Diljit Dosanjh,English,Hindi
Lay All Your Love On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,"Dominic Cooper, Amanda Seyfried",Hindi,English
Sunn Raha Hai,Ankit Tiwari,Hindi,English
Call Me (with R3HAB & Timmy Trumpet),Gabry Ponte,Hindi,English
Best of Me,NEFFEX,Hindi,English
drunk text me,Lexi Jayde,Hindi,English
Save Me,Jelly Roll,Hindi,English
You Make Me Wanna...,Usher,Hindi,English
Cowboy Take Me Away,The Chicks,Hindi,English
Stand by Me,Prince Royce,Hindi,English
Jab Koi Baat - Recreated,Atif Aslam,English,Hindi
Love Me Like That,Sam Kim,Hindi,English
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,Hindi,English
No Me Queda Ms,Selena,Hindi,English
Tell Me Baby,Red Hot Chili Peppers,Hindi,English
Deus Me Proteja,Chico Csar,Hindi,English
"Eu Caava as Puta, Agora as Puta Que Me Caa (feat. Mc Topre)","Two Maloka, Mc Topre",Hindi,English
Titig,"MC Einstein, Flow G, Jekkpot, Yuridope",English,Hindi
Let Me Think About It,"Ida Corr, Fedde Le Grand",Hindi,English
Sawan Mein Lag Gayi Aag,"Mika Singh, Payal Dev, Neha Kakkar, Badshah",English,Hindi
Cuando Me Enamoro,"Enrique Iglesias, Juan Luis Guerra 4.40",Hindi,English
She Calls Me Back,Noah Kahan,Hindi,English
Me and Mrs. Jones,Billy Paul,Hindi,English
Lover,Diljit Dosanjh,English,Hindi
Tell Me - Rap Version,Wonder Girls,Hindi,English
You Were Meant For Me,Jewel,Hindi,English
Se Namorar Fosse Bom - Ao Vivo,Os Bares Da Pisadinha,Hindi,English
Lo Que Me Das,Peso Pluma,Hindi,English
Me Gustas,Grupo Firme,Hindi,English
Rescue Me,Fontella Bass,Hindi,English
No Me Dejes Solo,Daddy Yankee,Hindi,English
Teardrops,Bring Me The Horizon,Hindi,English
Never Let Me Go,Florence + The Machine,Hindi,English
Devil Like Me,Rainbow Kitten Surprise,Hindi,English
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense",English,Hindi
Doing Life With Me,Eric Church,Hindi,English
If You Lie Down With Me,Lana Del Rey,Hindi,English
God Gave Me A Girl,Russell Dickerson,Hindi,English
Born to Shine,Diljit Dosanjh,English,Hindi
Call on me (feat. Ed Sheeran),Vianney,Hindi,English
Call Me When You're Sober,Evanescence,Hindi,English
Somebody's Watching Me - Single Version,Rockwell,Hindi,English
Vai Me Dando Corda - Ao Vivo,"Grupo Menos Mais, Di Propsito, Vou Zuar",Hindi,English
Me Myself & I,5 Seconds of Summer,Hindi,English
Sua Me Vai Me Amar,Turma do Pagode,Hindi,English
Call on Me - Ryan Riback Remix,"Starley, Ryan Riback",Hindi,English
Leave Me Again,Kelsea Ballerini,Hindi,English
Everybody Hates Me,The Chainsmokers,Hindi,English
Cmo ests,Ke Personajes,Hindi,English
Long Blue Light,Leif Vollebekk,English,Hindi
Don't Check On Me (feat. Justin Bieber & Ink),"Chris Brown, Justin Bieber, Ink",Hindi,English
Hug Me,Pharrell Williams,Hindi,English
Shadow Moses,Bring Me The Horizon,Hindi,English
Dance Wiv Me - Radio Edit,"Dizzee Rascal, Calvin Harris, Chrome",Hindi,English
Cure For Me,Aurora,Hindi,English
All on Me,Devin Dawson,Hindi,English
I'd Love You to Want Me,Lobo,Hindi,English
All Around Me,Flyleaf,Hindi,English
Mast Magan,Arijit Singh,English,Hindi
Love Me Like You,Little Mix,Hindi,English
Me Matas,Eslabon Armado,Hindi,English
Rape Me,Nirvana,Hindi,English
Me Dice Que Me Ama,Jess Adrin Romero,Hindi,English
Left Me Yet,Daya,Hindi,English
Desi Kalakaar,Yo Yo Honey Singh,English,Hindi
Ai Se Eu Te Pego - Ao Vivo,Michel Tel,Hindi,English
Take It Out On Me,Thousand Foot Krutch,Hindi,English
Do You Really Want To Hurt Me,Culture Club,Hindi,English
When Will I See You Again,Shakka,English,Hindi
Me He Pillao x Ti,Ana Mena,Hindi,English
Zaalima,"Arijit Singh, Harshdeep Kaur",English,Hindi
Show Me Love - EDX Remix / Radio Edit,"Sam Feldt, Kimberly Anne, EDX",Hindi,English
Are You With Me,Lost Frequencies,Hindi,English
Love Me,Justin Bieber,Hindi,English
Janam Janam,Pritam,English,Hindi
Never Let Me Go,"Alok, Bruno Martini, Zeeba",Hindi,English
"O Saki Saki (From ""Batla House"")","Neha Kakkar, Tulsi Kumar, B Praak, Tanishk Bagchi, Vishal-Shekhar",English,Hindi
Kun Faya Kun,"A.R. Rahman, Javed Ali, Mohit Chauhan",English,Hindi
Want Me,Cl4pers,Hindi,English
Kaise Hua,Vishal Mishra,English,Hindi
You Really Got Me - 2015 Remaster,Van Halen,Hindi,English
The House That Built Me,Miranda Lambert,Hindi,English
No Me Sinto Mal Mais,Sidoka,Hindi,English
WORKIN ME,Quavo,Hindi,English
Jaan 'Nisaar (Arijit),Arijit Singh,English,Hindi
You & Me,"Marc E. Bassy, G-Eazy",Hindi,English
Girl Like Me,Dove Cameron,Hindi,English
Blue Eyes,Yo Yo Honey Singh,English,Hindi
Thank You For Loving Me,Bon Jovi,Hindi,English
Lay Me Down,Sam Smith,Hindi,English
Me Vas a Extraar - En Vivo,"Damas Gratis, Viru Kumbieron",Hindi,English
Can't C Me,2Pac,Hindi,English
Make You Miss Me,Sam Hunt,Hindi,English
Keep Me,Novo Amor,Hindi,English
Supe Que Me Amabas,Marcela Gandara,Hindi,English
heart won't let me,LANY,Hindi,English
"Aabaad Barbaad (From ""Ludo"")","Pritam, Arijit Singh",English,Hindi
"Thodi Jagah (From ""Marjaavaan"")",Arijit Singh,English,Hindi
House Arrest,"Sofi Tukker, Gorgon City",English,Hindi
Mercy Mercy Me (The Ecology),Marvin Gaye,Hindi,English
"Ajab Si (From ""Om Shanti Om"")",KK,English,Hindi
Me Enamor De Ti,David Bisbal,Hindi,English
Se Va Muriendo Mi Alma,Remmy Valenzuela,Hindi,English
Let It Be Me (feat. Ava Max),"David Guetta, Ava Max",Hindi,English
Fly Me To The Moon - Remastered,"Frank Sinatra, Count Basie",Hindi,English
No Se Perdona,"Rels B, Nathy Peluso",Hindi,English
Give Me the Night,George Benson,Hindi,English
Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcangel, Brytiago",Hindi,English
Be Nice To Me,The Front Bottoms,Hindi,English
Summer In New York,Sofi Tukker,German,Hindi
haunt me (x 3),Teen Suicide,Hindi,English
Ahora Me Llama,"KAROL G, Bad Bunny",Hindi,English
Me Hiciste un Loco,Ivan Cornejo,Hindi,English
Savin' Me,Nickelback,Hindi,English
Don't Get Me Wrong - 2007 Remaster,Pretenders,Hindi,English
Mazaa,B Praak,English,Hindi
Had Me By Halftime,Morgan Wallen,Hindi,English
Aabaad Barbaad,"Pritam, Arijit Singh",English,Hindi
Only God Can Judge Me,2Pac,Hindi,English
Can't You Hear Me Knocking - 2009 Mix,The Rolling Stones,Hindi,English
Can't Buy Me Love - Remastered 2009,The Beatles,Hindi,English
Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",Hindi,English
Put It on Me,Matt Maeson,Hindi,English
One More Chance / Stay with Me - Remix; 2007 Remaster,The Notorious B.I.G.,Hindi,English
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,Hindi,English
Call Me,"NAV, Metro Boomin",Hindi,English
Can You Hold Me,"NF, Britt Nicole",Hindi,English
Never Be Me,Miley Cyrus,Hindi,English
Me Cambiaste la Vida,Ro Roma,Hindi,English
If Youre Too Shy (Let Me Know),The 1975,Hindi,English
Rap Saved Me,"21 Savage, Offset, Metro Boomin, Quavo",Hindi,English
Tujh Mein Rab Dikhta Hai - Ii,Shreya Ghoshal,Hindi,English
Me Vas A Extraar,Pepe Aguilar,Hindi,English
Let Me Die,Lil Happy Lil Sad,Hindi,English
Are You Gonna Kiss Me Or Not,Thompson Square,Hindi,English
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,"Tory Lanez, Rich The Kid, Lil Wayne",Hindi,English
Don't Let the Sun Go Down on Me,"George Michael, Elton John",Hindi,English
Peaches,Diljit Dosanjh,English,Hindi
Beers On Me,Dierks Bentley,Hindi,English
Asal Mein,Darshan Raval,English,Hindi
Okey Oka Lokam,"Arun Chiluveru, Sid Sriram",English,Telugu
You Make Me,Avicii,Hindi,English
KILLING ME,Ikon,Hindi,English
Don't You Worry About Me,Bad Boy Chiller Crew,Hindi,English
Me haces bien,Jorge Drexler,Hindi,English
Put It On Me,"Ja Rule, Vita",Hindi,English
Tujhe Kitna Chahne Lage,Arijit Singh,English,Hindi
Take Me To The Sun,d4vd,Hindi,English
Pull Me Closer,Dimitri Vegas,Hindi,English
Me Niegas,Baby Rasta & Gringo,Hindi,English
It's Not So Bad,Dybbukk,English,Hindi
It Runs Through Me,Tom Misch,Hindi,English
DiE4u,Bring Me The Horizon,Hindi,English
Me Necesita,"PRETTYMUCH, CNCO",Hindi,English
Vaaste,"Dhvani Bhanushali, Nikhil D, ,",English,Hindi
l Me Minti,Amanda Miguel,Hindi,English
Di Ka Sayang,Ben&Ben,Hindi,English
Grind With Me,Pretty Ricky,Hindi,English
Se fu,Laura Pausini,Hindi,English
Ludens,"Bring Me The Horizon, Death Stranding: Timefall",Hindi,English
Tell Me,Groove Theory,Hindi,English
R.I.P. Fredo (feat. Young Nudy) - Notice Me,Playboi Carti,Hindi,English
Si Me Voy (with The Maras),Cuco,Hindi,English
Suffer With Me,lue,Hindi,English
Ilahi,Pritam,English,Hindi
Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,Hindi,English
"God, Your Mama, And Me","Florida Georgia Line, Backstreet Boys",Hindi,English
Shittin' Me,A$AP Rocky,Hindi,English
Me Reclama,"Mambo Kingz, DJ Luian, Luigi 21 Plus, Ozuna",Hindi,English
Mejor Me Alejo,Banda MS de Sergio Lizrraga,Hindi,English
Through Me (The Flood),Hozier,Hindi,English
Pee Loon,Mohit Chauhan,English,Hindi
Mere Ghar Ram Aaye Hain,Jubin Nautiyal,English,Hindi
Don't Watch Me Cry,Alex Porat,Hindi,English
Nada Me Va A Importar,Neto Pea,Hindi,English
Me Estoy Enamorando,Inspector,Hindi,English
You Broke Up with Me,Walker Hayes,Hindi,English
Doesn't Remind Me,Audioslave,Hindi,English
Call Me Every Day (feat. Wizkid),Chris Brown,Hindi,English
Fine By Me,Andy Grammer,Hindi,English
Me Muero,La Quinta Estacion,Hindi,English
Call Me Little Sunshine,Ghost,Hindi,English
Me Prendes,Eslabon Armado,Hindi,English
Se Logr,Fuerza Regida,Hindi,English
CALL ME BABY,EXO,Hindi,English
Run Me Dry,Bryson Tiller,Hindi,English
Lovin' Me,FIFTY FIFTY,Hindi,English
Alguien Me Gusta,"Andy Rivera, Jhonny Rivera, Jessi Uribe",Hindi,English
This Is Me,"Demi Lovato, Joe Jonas",Hindi,English
Me & Mr Jones,Amy Winehouse,Hindi,English
Me Estoy Enamorando - en Vivo,Marca MP,Hindi,English
Haule Haule,Sukhwinder Singh,English,Hindi
Held Me Down,"NAV, Metro Boomin",Hindi,English
Shoot Me,DAY6,Hindi,English
Do Me a Favour,Arctic Monkeys,Hindi,English
Humdard,Arijit Singh,English,Hindi
"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,English,Hindi
If You Want Me to Stay,Sly & The Family Stone,Hindi,English
You Make Me Feel So Young - Remastered 1998,Frank Sinatra,Hindi,English
I Like Me Better - Recorded at Spotify Studios NYC,Lauv,Hindi,English
Come Home To Me,LON,Hindi,English
Me On Whiskey,Morgan Wallen,Hindi,English
Bite Me,Avril Lavigne,Hindi,English
Let Me Ride,"Dr. Dre, Jewell",Hindi,English
Here With Me,Dido,Hindi,English
Let Me Be The One,"IZA, Maejor",Hindi,English
Better Half of Me,Tom Walker,Hindi,English
Don't Stop Me Now - ...Revisited,Queen,Hindi,English
Treat Me Like Somebody,Tink,Hindi,English
Todos Me Miran,Gloria Trevi,Hindi,English
Phir Bhi Tumko Chaahunga,"Mithoon, Arijit Singh, Shashaa Tirupati",English,Hindi
tere bina,Zaeden,Hindi,English
Cry to Me,Solomon Burke,Hindi,English
Asi Me Encula,Sandro Malandro,Hindi,English
Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar",English,Hindi
