title,artist,mood,energy,valence,tempo,language,album_art,preview_url
Can't Feel My Face,The Weeknd,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/30/05/1e/30051e57-a63a-3acc-4b30-42568293f5f7/15UMGIM36514.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e0/4d/65/e04d6546-d5ae-28bf-51fa-e4e54d737c2f/mzaf_17329746342766146939.plus.aac.p.m4a
Stargirl Interlude (feat. Lana Del Rey),The Weeknd,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/61/f8/e261f8c1-73db-9a7a-c89e-1068f19970e0/16UMGIM67863.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a7/16/b7/a716b74a-911e-66a9-a16b-1c8513594c9d/mzaf_10411273511987175106.plus.aac.p.m4a
The Birds Pt. 1,The Weeknd,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/66/d5/13/66d513dd-3cb0-b86b-4d11-1fbab2e6a639/12UMGIM54989.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8c/00/99/8c00991b-2300-5d4b-96c6-ac980f238e6b/mzaf_5009266854929192602.plus.aac.p.m4a
Dancing In The Flames,The Weeknd,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/26/ae/7c/26ae7c91-3ea9-a3d4-444b-93fb563b3d48/24UM1IM01029.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/93/e5/43/93e54383-b6b0-a7d4-0680-d9fc68dd8a14/mzaf_15186466804176015255.plus.aac.p.m4a
Lust for Life (feat. The Weeknd),Lana Del Rey,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/fc/d3/81/fcd381c9-451f-0917-da01-06678a92b85c/17UMGIM90308.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2c/62/e8/2c62e8f2-3c5b-5ce7-2a0b-85302ccad1d1/mzaf_14793992012442007198.plus.aac.p.m4a
Moth To A Flame,Swedish House Mafia & The Weeknd,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2f/56/e7/2f56e79c-fdaa-c0d5-545e-9942e54301c3/21UM1IM29516.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/26/33/d2/2633d2b9-58f1-f9c0-7b43-b9d5ab1e5005/mzaf_15573204222455676396.plus.aac.p.m4a
Earned It,The Weeknd,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/fd/7a/13/fd7a1394-5ce1-6da6-93ad-977533762a1f/15UMGIM00463.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/04/13/7a/04137aba-99fa-6331-81d5-d69097ab97be/mzaf_3869073502048666760.plus.aac.p.m4a
Valerie,The Weeknd,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/66/d5/13/66d513dd-3cb0-b86b-4d11-1fbab2e6a639/12UMGIM54989.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7a/4e/ce/7a4ece58-888b-8cce-a85c-f8cc66ca5440/mzaf_8844285217701585228.plus.aac.p.m4a
Hawái (Remix),Maluma & The Weeknd,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/9c/3c/e1/9c3ce198-2af9-fb1c-3968-905decc0a8d2/886448874324.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9b/05/fa/9b05faf0-df7a-b9a3-c101-ae5fe5e5dd78/mzaf_7256167930214833797.plus.aac.p.m4a
Secrets,The Weeknd,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/61/f8/e261f8c1-73db-9a7a-c89e-1068f19970e0/16UMGIM67863.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a8/d4/c1/a8d4c17c-9adb-1b1b-927f-3a2ad2f344b4/mzaf_1320348353902125802.plus.aac.p.m4a
Out of Time,The Weeknd,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2f/22/a9/2f22a9a6-5af1-5846-a44e-ba016724ed69/21UM1IM58860.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/79/b8/43/79b84369-15c3-5a5a-fb72-2334b00826e6/mzaf_4381874253449656759.plus.aac.p.m4a
A Lonely Night,The Weeknd,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/61/f8/e261f8c1-73db-9a7a-c89e-1068f19970e0/16UMGIM67863.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f5/63/08/f56308e4-00df-c7fd-a3c9-b27a2b26b4d0/mzaf_1425561242948500226.plus.aac.p.m4a
In My Feelings,Drake,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/bb/6d/8f/bb6d8f67-6d04-10b5-dd62-eb5809ac54fc/00602567879152.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1e/f0/ab/1ef0ab07-f9b6-ae6a-aad3-a7d63374e97f/mzaf_10070588351983905539.plus.aac.p.m4a
Hotline Bling,Drake,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/95/f5/87/95f587f7-21c3-d5f9-d81a-4350f9caa020/16UMGIM27643.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1b/bd/bf/1bbdbf6c-2880-e39a-2ff4-a94eacd7f6c9/mzaf_17717139103919072059.plus.aac.p.m4a
Finesse,Drake,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/1f/37/43/1f374304-2e04-2be3-53ea-41dd6f0b6fb8/00602567892410.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/fd/99/19/fd99196e-f1e8-6422-310f-3700e3ee51a4/mzaf_11044985536935960266.plus.aac.p.m4a
"Hold On, We're Going Home (feat. Majid Jordan)",Drake,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/51/61/f3/5161f3c4-2292-f035-eb68-6f95bbc9edd6/00602537542338.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e1/9b/b6/e19bb624-9cd8-021b-f771-e51629057774/mzaf_13878644440815306616.plus.aac.p.m4a
One Dance (feat. Wizkid & Kyla),Drake,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/95/f5/87/95f587f7-21c3-d5f9-d81a-4350f9caa020/16UMGIM27643.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9f/ce/31/9fce31a8-2363-2ed1-8aba-02532737f55a/mzaf_5942699190158325867.plus.aac.p.m4a
Odio (feat. Drake),Romeo Santos,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/8f/fc/6e/8ffc6efb-353f-46ac-eeb6-8247c01cfc87/886444383691.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0a/4d/8f/0a4d8f1c-6ad5-7d67-6937-8a248633ea86/mzaf_13659809313593484046.plus.aac.p.m4a
MIA (feat. Drake),Bad Bunny,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/09/aa/f8/09aaf8da-8eaf-bf60-0c23-48a88d546cbd/26991.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/50/eb/25/50eb2545-e400-fb43-6ff7-101f9bd429f2/mzaf_7089771968275109381.plus.aac.p.m4a
One Dance (feat. Wizkid & Kyla),Drake,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f2/0d/8b/f20d8bff-a927-ae98-6784-20a1f51cb23e/16UMGIM27642.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/a8/bd/68/a8bd68a2-dcd2-9024-3859-3a9fd6d53576/mzaf_16864609147187531487.plus.aac.p.m4a
Un-thinkable (I'm Ready) [Remix] {feat. Drake},Alicia Keys,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/4d/5d/5d/4d5d5db9-94c5-8d29-22ab-23ab947e18ff/884977645149.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1f/48/08/1f4808a9-eb5d-6797-af77-1c598ae8563a/mzaf_15707844589685266265.plus.aac.p.m4a
Mr. Wrong (feat. Drake),Mary J. Blige,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e1/a1/9a/e1a19a8c-8fdc-a114-6c86-7cd334384d79/00602547208248.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8a/11/05/8a11052f-df94-4d94-e098-364e11a35801/mzaf_4329017299894926302.plus.aac.p.m4a
I Invented Sex (feat. Drake),Trey Songz,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/fc/c5/eb/fcc5ebfa-2d10-8257-1c46-62e558385a08/mzi.lypsoapj.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fc/16/b3/fc16b34f-eba1-97be-be15-33d18e596de6/mzaf_189677896041748322.plus.aac.p.m4a
Drake,Still Woozy,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/b9/ff/50/b9ff501d-d2d5-1586-bc72-433b60f5b1dc/21UMGIM55278.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e1/b8/e2/e1b8e298-33fc-43f8-af1b-8f012e0165b1/mzaf_5208647819754051870.plus.aac.p.m4a
MÍA (feat. Drake),Bad Bunny,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/cf/3a/db/cf3adbe6-8ea1-f60f-60fd-713eefda3962/193483317984.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/72/ad/b6/72adb69d-18a8-a7cd-4534-bba34deb9486/mzaf_14761776520883767907.plus.aac.p.m4a
Hotline Bling,Drake,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f2/0d/8b/f20d8bff-a927-ae98-6784-20a1f51cb23e/16UMGIM27642.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c7/b1/f3/c7b1f35a-8d24-735b-5923-1fb52fc7647e/mzaf_12441003627825640809.plus.aac.p.m4a
Drake,Still Woozy,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e7/ba/c3/e7bac380-e05a-5942-e576-cf426e4c41f2/21UMGIM55277.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/66/77/f4/6677f4a5-8d7b-7e96-4396-13dedc6d63b5/mzaf_11526646626736762914.plus.aac.p.m4a
LOYAL (feat. Drake),PARTYNEXTDOOR,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/0b/01/77/0b017799-a3be-85a1-2192-c48e91a7dd9b/27236.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/a9/1b/6a/a91b6aa6-b447-efd4-bd3f-e53d98745688/mzaf_14158924178781823641.plus.aac.p.m4a
Don’t Matter To Me,Drake & Michael Jackson,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/1f/37/43/1f374304-2e04-2be3-53ea-41dd6f0b6fb8/00602567892410.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/7b/ff/5e/7bff5ef4-737c-4343-c13b-fdce7f7fba22/mzaf_7768695627868711456.plus.aac.p.m4a
LOYAL (feat. Drake),PARTYNEXTDOOR,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ae/43/72/ae4372da-a218-ce92-4e85-dcd761b4795f/29249.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/3d/71/1e/3d711e1c-978e-68e2-8dd7-f9d34049298f/mzaf_800989691633487266.plus.aac.p.m4a
Blem,Drake,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/18/9d/b8/189db80b-bfa8-89d1-1514-5fcb7e5cf8f4/00602557611526.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3e/75/fc/3e75fcde-b01a-3720-3b3e-4c50e5050381/mzaf_16786625535405681081.plus.aac.p.m4a
Outta Time (feat. Drake),Bryson Tiller,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/81/47/b9/8147b9a0-ceef-b950-c72b-b3ebbd48115a/886447864609.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/76/64/40/76644092-ec23-447c-bd7a-9540853de3cf/mzaf_4143369741300061985.plus.aac.p.m4a
In the Morning (feat. Drake),J. Cole,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/3c/4e/6c/3c4e6c35-c1cf-49f9-8cbb-524b1db743f5/18UMGIM69899.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7b/e2/58/7be258bc-f300-a11a-6f7c-9764c9ce165c/mzaf_2245065703062159417.plus.aac.p.m4a
Signs,Drake,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/be/b5/16/beb51692-6125-f465-e1a9-d414be6c7c33/00602557821048.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/32/96/e5/3296e522-e0c0-e54f-6354-423623959ac5/mzaf_11544558088389127199.plus.aac.p.m4a
Summer Games,Drake,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/1f/37/43/1f374304-2e04-2be3-53ea-41dd6f0b6fb8/00602567892410.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a0/c9/02/a0c9027f-2099-7c02-a65b-d9d0bef74810/mzaf_15150236875650374380.plus.aac.p.m4a
Find Your Love,Drake,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/63/9d/13/639d1329-da68-6535-bce1-8797eebf6b48/00602527395319.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/86/73/cc/8673cc33-0e13-5950-86d3-74800dfbe136/mzaf_5876953672416177332.plus.aac.p.m4a
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Popcaan,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/4b/96/59/4b965946-d2ed-e0c0-0a47-18b7b2af606d/27019.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/9e/e6/95/9ee695f3-8866-44a6-60ff-afba1a784f24/mzaf_14539344739071878127.plus.aac.p.m4a
Into You,Ariana Grande,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/3f/70/0f/3f700f55-1c91-c890-8cb7-b8886f87b7f6/16UMGIM30042.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c4/a4/e5/c4a4e51f-2802-f0ae-5f5f-32ac6659ffb9/mzaf_7287410828743239735.plus.aac.p.m4a
we can't be friends (wait for your love),Ariana Grande,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/34/fe/a1/34fea184-6d20-3f50-b4ce-5e1501c1c5ab/24UMGIM00198.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ca/c3/94/cac39418-a873-d7d2-fb21-8820e9862594/mzaf_16443570300164696374.plus.aac.p.m4a
One Last Time,Ariana Grande,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a5/39/86/a5398609-ad90-50d3-57ad-0f87a4df5ac4/14UMGIM28138.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f6/c8/85/f6c88585-c5a4-1499-7b85-838e22ce7d1a/mzaf_10594422595674150015.plus.aac.p.m4a
The Way (feat. Mac Miller),Ariana Grande,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/0a/19/23/0a19235d-8bcc-76d4-58ca-61a65d928587/13UAAIM68293.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d2/88/1c/d2881c14-9fdc-9fa5-c049-1956028b9cfe/mzaf_7558453652771407118.plus.aac.p.m4a
no tears left to cry,Ariana Grande,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/70/53/76/705376dc-d0dc-6945-7fb2-415038e3aafa/18UMGIM36925.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8b/a8/85/8ba88586-341e-0bb9-6e49-1f67f7edcd4d/mzaf_16866815274086216089.plus.aac.p.m4a
Love Me Harder,Ariana Grande & The Weeknd,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a5/39/86/a5398609-ad90-50d3-57ad-0f87a4df5ac4/14UMGIM28138.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d1/e6/a7/d1e6a783-c41d-f5db-9a66-dc32cf1b0397/mzaf_8578862161573166847.plus.aac.p.m4a
Dangerous Woman,Ariana Grande,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fc/38/e6/fc38e60e-02f5-882d-689b-f8f40f842a3e/16UMGIM12432.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/37/c9/91/37c99147-526e-138d-af0c-8ebb4d1c540b/mzaf_2834228674136291006.plus.aac.p.m4a
Problem (feat. Iggy Azalea),Ariana Grande,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a5/39/86/a5398609-ad90-50d3-57ad-0f87a4df5ac4/14UMGIM28138.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/cb/33/99/cb33994d-4f74-f476-673f-006ee02b6a3e/mzaf_14840988296321266659.plus.aac.p.m4a
Break Free (feat. Zedd),Ariana Grande,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a5/39/86/a5398609-ad90-50d3-57ad-0f87a4df5ac4/14UMGIM28138.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/80/4d/58/804d5880-5a70-0c0c-8225-65dc224a791e/mzaf_15904109372860850414.plus.aac.p.m4a
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ce/81/a0/ce81a0d7-6beb-16bc-2b98-a6b6a9b0faff/14UMGIM31140.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e0/f9/05/e0f905d9-ecb8-778b-5be4-6389476a8511/mzaf_14917492324789195708.plus.aac.p.m4a
Stuck with U,Ariana Grande & Justin Bieber,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/56/ee/ec/56eeecfb-a5f3-ced0-fa69-4eda0e474aec/20UMGIM34924.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/cc/fd/79/ccfd79fc-5a33-094a-4022-7b7a08f97395/mzaf_16948304895316565766.plus.aac.p.m4a
pov,Ariana Grande,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e5/c0/ce/e5c0ce05-4281-dd8e-6a93-86de7cf45621/20UMGIM94964.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4d/c6/90/4dc69038-724c-9389-a854-ddefd3294934/mzaf_5412737157826273608.plus.aac.p.m4a
Save Your Tears (Remix),The Weeknd & Ariana Grande,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/bb/35/39/bb353980-b0c7-eac5-9509-267feb48d1b3/21UMGIM33221.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/ff/6b/1aff6b9c-1467-188a-25d2-114d1c36fdf3/mzaf_2429672072048959558.plus.aac.p.m4a
Rain On Me,Lady Gaga & Ariana Grande,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/5d/4d/f9/5d4df96a-e95e-2fe9-404a-5d570513762d/20UMGIM15390.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/77/41/4c/77414c83-2297-fb9f-7d38-47a03ab56d8f/mzaf_17756500385136857934.plus.aac.p.m4a
Let Me Love You (feat. Lil Wayne),Ariana Grande,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fc/38/e6/fc38e60e-02f5-882d-689b-f8f40f842a3e/16UMGIM12432.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c9/fc/19/c9fc19fc-2f81-2e78-4b0e-cf4ba73ea605/mzaf_16733672820085339939.plus.aac.p.m4a
Almost Is Never Enough,Ariana Grande & Nathan Sykes,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/0a/19/23/0a19235d-8bcc-76d4-58ca-61a65d928587/13UAAIM68293.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b7/a1/28/b7a1288f-203e-08f7-3d00-44890cfc7c07/mzaf_8209562857680609164.plus.aac.p.m4a
no tears left to cry,Ariana Grande,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/9e/71/a4/9e71a47f-c290-a542-07fd-a3aed41eefa7/18UMGIM36924.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/14/99/60/14996009-1ae2-54c5-6685-0640c43f7fc2/mzaf_2609526654109745064.plus.aac.p.m4a
7 rings,Ariana Grande,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/bb/69/07/bb6907de-8ad4-970b-3311-121320e1bf9c/19UMGIM03691.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d5/c8/f3/d5c8f31b-1c8f-93ed-e78b-8c0bce3e8b66/mzaf_14456154925680073521.plus.aac.p.m4a
Santa Tell Me,Ariana Grande,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/60/c8/2b/60c82b22-cd58-cdcd-5b51-6fad7a8b7055/14UMGIM55455.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/6b/d2/1d/6bd21d64-998e-592a-2b7e-f1a42674ce80/mzaf_1649361025127586646.plus.aac.p.m4a
ghostin,Ariana Grande,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e4/06/d3/e406d3d8-2507-e585-c919-60bc5446985c/19UMGIM03689.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e7/d6/6e/e7d66ee5-2ca5-7615-569a-cae0d2a34d99/mzaf_1473701202633846564.plus.aac.p.m4a
NASA,Ariana Grande,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e4/06/d3/e406d3d8-2507-e585-c919-60bc5446985c/19UMGIM03689.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e2/49/1b/e2491b9c-d8d4-2465-dc12-ebdcfaac0a49/mzaf_496867964843106085.plus.aac.p.m4a
Dangerous Woman,Ariana Grande,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/3f/70/0f/3f700f55-1c91-c890-8cb7-b8886f87b7f6/16UMGIM30042.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/29/58/e4/2958e40c-a441-a9e5-3dc2-32a273f97e3a/mzaf_2029351294156528380.plus.aac.p.m4a
My Favorite Part (feat. Ariana Grande),Mac Miller,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/33/cc/4d/33cc4d85-e92a-b171-1b72-4dc882ce2359/093624918844.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/78/04/35/780435bf-80b6-c803-b1dd-1130f2f4c38f/mzaf_18061699223599462406.plus.aac.p.m4a
twilight zone,Ariana Grande,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/14/2a/2d/142a2d3e-fb3a-e818-8c7b-6eeb92990084/25UMGIM42095.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/91/b7/bc/91b7bcc5-ee19-cbd9-cdea-90652b788ff5/mzaf_11289126783043972198.plus.aac.p.m4a
bad idea,Ariana Grande,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e4/06/d3/e406d3d8-2507-e585-c919-60bc5446985c/19UMGIM03689.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2b/17/7c/2b177c98-8e84-4399-d406-d1330e2b4f1c/mzaf_1412314223582987197.plus.aac.p.m4a
DAISIES,Justin Bieber,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f9/09/36/f9093663-c05f-7f95-0a60-4e95d52fbb22/25UMGIM93915.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3a/99/19/3a99192d-6846-4326-36e8-8587d8f4c396/mzaf_6123658807273518464.plus.aac.p.m4a
